loss,id
2400.2199707,490
1531.5592041,496
3822.03759766,497
2540.87646484,508
1814.98999023,510
3243.29125977,512
2043.38903809,513
1818.81323242,523
4407.69677734,531
2459.9987793,532
1522.84960938,533
1170.73303223,537
3248.43603516,544
2318.90942383,547
5741.52099609,556
1544.82678223,565
1451.43054199,566
1760.29223633,571
1600.19848633,573
1085.79626465,574
2275.76489258,581
1401.26416016,585
1446.49462891,589
1632.77368164,597
2187.75024414,601
1739.9119873,602
1861.45861816,613
1358.98425293,616
1573.97509766,619
1879.56469727,622
2164.65136719,623
1728.68334961,629
1601.86584473,634
904.38684082,638
1044.1114502,642
2024.66333008,643
1210.92028809,645
5249.83203125,648
1809.26538086,652
1034.88012695,664
1769.24084473,666
1115.57592773,672
2009.33459473,676
3925.70410156,678
1587.03417969,682
2567.17456055,686
1937.40124512,688
1680.0847168,689
1986.93383789,690
9272.57324219,692
1866.69311523,695
3701.61352539,697
1260.03173828,698
2218.98022461,706
1799.70751953,708
2906.46069336,712
3315.56494141,715
1202.66442871,717
2703.85644531,725
1279.74499512,729
1261.21594238,737
3555.43701172,739
3296.00927734,747
2483.77514648,753
2145.59399414,758
2158.25610352,759
1136.16540527,763
3009.16088867,773
2315.55249023,774
1498.08312988,776
4542.35888672,788
2461.59814453,790
1703.78833008,794
1839.83959961,801
1678.80895996,802
1480.31433105,805
4428.74755859,809
1661.28808594,812
1931.5723877,825
1700.76306152,828
2342.234375,830
925.584350586,833
3474.68554688,850
5686.22851562,852
1476.67932129,862
1658.04577637,863
1467.06970215,864
2685.77929688,865
4042.03442383,868
1585.16149902,872
4734.08837891,879
1710.27648926,880
1447.26037598,883
1530.56628418,886
1607.67456055,923
1857.59094238,924
1394.72668457,932
4056.75561523,945
5122.12451172,947
1833.33972168,948
2693.26879883,955
4474.78173828,963
1304.73864746,979
1737.66015625,989
2843.52929688,994
2329.18237305,995
1200.31201172,998
4235.80175781,1000
2176.92578125,1018
1837.11755371,1019
1729.13757324,1028
1083.33874512,1034
1766.37304688,1038
1533.02270508,1040
1192.05969238,1042
6772.17529297,1057
1901.32055664,1058
1323.96264648,1063
3797.35375977,1066
3463.45361328,1071
3315.60302734,1073
2454.40527344,1074
2244.19287109,1077
16592.6777344,1080
872.06463623,1088
1142.71789551,1096
8841.08496094,1097
3378.99243164,1105
1543.69726562,1115
2132.50146484,1116
1890.34326172,1122
3186.29223633,1130
1064.9296875,1133
2466.92480469,1137
1790.87475586,1140
7603.14648438,1143
6007.90527344,1149
1114.88037109,1150
1230.84020996,1153
1264.95373535,1157
991.563415527,1180
1143.28588867,1183
1452.61035156,1188
1197.51525879,1193
864.995605469,1200
2230.02856445,1209
2202.12036133,1214
2903.61694336,1219
3765.89135742,1223
1054.7454834,1227
1282.82727051,1228
3411.25073242,1229
944.185119629,1233
3326.60913086,1238
1522.58312988,1239
3359.66479492,1241
2062.40893555,1243
1340.9744873,1244
2821.27954102,1245
3112.66870117,1277
3670.41601562,1279
5916.79248047,1292
1486.17333984,1293
7667.26708984,1299
2379.07495117,1304
3545.61767578,1313
1858.07373047,1328
954.305480957,1330
1602.37915039,1334
1888.91870117,1335
3095.63208008,1336
1088.87609863,1341
1370.74121094,1344
1458.2532959,1351
2163.38745117,1352
1837.05187988,1354
5479.94580078,1368
1607.8026123,1373
852.851745605,1375
2204.17407227,1381
2717.52783203,1384
2430.22290039,1385
7745.92138672,1388
4705.62744141,1401
2808.18408203,1402
1394.48852539,1404
1519.99206543,1406
1219.078125,1409
1624.23120117,1422
3021.59545898,1429
4577.46972656,1433
1284.8885498,1438
1538.12634277,1444
1318.54577637,1446
1416.05419922,1450
958.835754395,1451
1637.13793945,1454
2833.26855469,1458
3427.11108398,1461
5265.85742188,1464
1456.82287598,1465
1639.87023926,1478
1189.44213867,1479
2058.04614258,1480
1709.09606934,1484
1084.42565918,1486
1035.20593262,1488
2597.87280273,1489
1018.98742676,1491
2118.85229492,1507
1271.23803711,1515
2155.95507812,1519
1324.53918457,1528
1131.09985352,1529
2267.80297852,1530
1247.97827148,1532
1434.70422363,1541
3350.55517578,1542
1623.76184082,1547
1184.06396484,1549
2252.3671875,1553
2883.10961914,1554
1703.9239502,1555
1686.56872559,1559
1694.97351074,1565
1013.38647461,1568
2193.98168945,1576
1064.70324707,1579
1266.26208496,1592
2706.80786133,1596
1145.66687012,1605
1917.71264648,1607
1350.09033203,1612
2628.97436523,1617
2590.80297852,1619
5976.12744141,1620
1958.42333984,1624
1266.30737305,1627
1722.6394043,1633
1375.48547363,1636
1431.46166992,1639
2739.12646484,1640
1352.81945801,1644
2008.54418945,1646
2802.2890625,1647
1365.05151367,1654
1834.37158203,1655
4474.54248047,1664
2459.89331055,1665
4157.71826172,1667
1456.0291748,1669
1981.52844238,1678
2405.06616211,1682
1083.73193359,1689
3056.99145508,1690
7010.18066406,1693
992.083679199,1695
1523.55712891,1705
3036.68652344,1706
1544.06750488,1708
1991.29968262,1716
11365.6533203,1720
1558.9822998,1722
3659.05737305,1749
2052.62939453,1750
7028.16064453,1751
2633.74243164,1760
2076.07055664,1763
1777.6574707,1770
1879.53149414,1777
2249.66235352,1785
1184.68347168,1791
2831.4387207,1794
1780.23791504,1800
1097.69775391,1816
1264.02087402,1817
1971.15087891,1821
1194.72058105,1836
1886.9732666,1838
1617.06665039,1851
2802.86767578,1852
3169.91040039,1854
1140.30395508,1856
923.736938477,1865
1125.92529297,1872
1139.27294922,1878
1359.17541504,1880
1189.8494873,1881
1754.16296387,1882
1130.51208496,1886
1729.15649414,1892
2455.59814453,1894
2116.80737305,1898
1985.49230957,1899
1507.67651367,1902
4923.95019531,1903
1547.95996094,1906
2419.12597656,1910
2556.59423828,1911
2596.50927734,1914
2637.20703125,1929
1620.42041016,1932
1162.19799805,1952
1120.70507812,1959
1683.78112793,1960
2252.58325195,1976
2292.14233398,1980
1728.75427246,1981
1506.51672363,1987
1663.76623535,1994
1474.98681641,2000
2124.69628906,2008
2006.87658691,2011
8103.20751953,2012
1719.74633789,2019
3706.89135742,2022
6705.19238281,2024
1143.76025391,2028
4647.50195312,2030
4867.54492188,2031
2098.19506836,2047
1001.37194824,2049
1708.58349609,2050
2742.94946289,2051
1521.97924805,2056
1595.91516113,2057
2349.97460938,2059
2427.81591797,2069
1628.62145996,2085
902.299438477,2089
1826.48303223,2090
2525.66210938,2101
2398.36303711,2114
1444.4206543,2115
1292.5859375,2118
1843.99645996,2119
1839.1237793,2125
3595.23828125,2128
1507.07714844,2129
1454.97766113,2132
2105.26464844,2133
925.141357422,2135
1809.08764648,2136
1323.17565918,2143
1603.5012207,2144
3413.90649414,2145
1860.03283691,2152
3301.75708008,2160
1839.86938477,2166
1003.97576904,2169
1385.21960449,2170
2109.0012207,2172
1632.73095703,2181
1475.75231934,2183
1649.19006348,2185
1671.15112305,2188
2742.00268555,2189
2985.01464844,2194
1420.16149902,2202
2646.91040039,2208
2038.22753906,2227
3883.72949219,2230
1977.16516113,2235
1405.28356934,2236
6831.07275391,2244
1523.5411377,2248
1464.60375977,2252
1451.81604004,2254
5520.57177734,2260
1988.83435059,2263
1565.61096191,2274
1134.61157227,2277
4993.87939453,2279
13199.6240234,2280
2743.72119141,2283
980.259521484,2284
4072.60620117,2288
1365.2109375,2292
4975.68164062,2295
1441.4675293,2296
2938.62280273,2299
7887.26220703,2315
1209.72851562,2318
14887.7148438,2329
1446.80358887,2337
1292.87072754,2340
1958.49438477,2342
3496.98852539,2347
3519.05224609,2349
1361.77807617,2354
1738.9465332,2361
1536.49377441,2370
2278.90869141,2378
3323.45727539,2382
1812.65991211,2387
1402.56237793,2389
1479.45410156,2394
1715.24450684,2396
2200.12524414,2400
1838.47753906,2407
1323.48425293,2414
2137.73461914,2415
1679.11242676,2421
1219.13623047,2427
3776.8972168,2428
1986.48864746,2430
1846.34838867,2435
3093.49243164,2445
1693.76574707,2446
1265.80029297,2447
1600.37329102,2449
1962.17541504,2451
17030.7675781,2458
6643.84375,2462
1781.49987793,2463
4080.61108398,2467
7303.18408203,2471
2376.65527344,2475
2250.59790039,2478
3508.42285156,2483
1198.35388184,2485
1186.99511719,2487
855.06036377,2494
1602.80175781,2497
1717.46984863,2499
1991.40136719,2503
2922.15820312,2513
1865.05163574,2515
1385.65490723,2522
1766.8861084,2523
3224.73364258,2528
5219.70361328,2532
1016.32965088,2536
1608.62854004,2538
1179.51696777,2539
2306.5480957,2540
8977.97363281,2545
1377.2331543,2548
1069.40002441,2549
1992.19433594,2553
1611.69042969,2563
1462.29467773,2566
1775.37878418,2574
2824.55859375,2575
2257.44018555,2584
2538.50268555,2588
1180.1217041,2589
1418.38830566,2592
1617.20080566,2596
1841.33068848,2598
1125.71813965,2602
1621.90625,2603
2171.37719727,2607
1783.88598633,2609
8117.46240234,2611
1562.98010254,2627
1905.16943359,2628
1823.99304199,2630
2774.04541016,2633
9192.58984375,2636
1152.0111084,2640
1462.29187012,2641
4372.28222656,2657
1080.51623535,2659
1247.08764648,2662
1581.20947266,2663
2294.80761719,2667
1199.62023926,2670
2640.15136719,2682
2534.46313477,2694
7169.50634766,2699
2395.00097656,2700
2883.08227539,2703
1882.52368164,2708
1176.09545898,2714
943.055297852,2725
1267.81176758,2726
1299.56213379,2727
1877.48205566,2732
9045.22265625,2733
3920.61938477,2736
2115.76806641,2745
1306.71105957,2760
1979.88317871,2764
3866.15039062,2765
874.035400391,2766
1453.91931152,2775
2165.17797852,2783
1141.54272461,2784
1979.49902344,2786
1119.37780762,2801
2049.02758789,2803
4560.16308594,2813
6510.47070312,2815
1209.65869141,2816
2320.36157227,2818
3742.59790039,2819
1521.6315918,2822
1342.53234863,2825
1534.81469727,2826
2484.7890625,2830
1794.50598145,2834
3981.23242188,2835
2170.75708008,2856
6667.79931641,2873
9230.77832031,2886
2613.81738281,2892
971.629821777,2896
1552.83410645,2897
2225.5703125,2899
1357.53540039,2901
4524.86132812,2909
3388.01757812,2914
1430.05078125,2915
2246.03100586,2916
1028.48486328,2919
3025.84887695,2926
1894.2611084,2927
1966.70727539,2933
3043.62744141,2934
1720.35498047,2941
1507.24816895,2942
1658.98364258,2946
1919.40332031,2949
1993.90222168,2952
5723.44189453,2957
2436.73242188,2962
1062.80615234,2963
2315.05249023,2965
4823.73193359,2966
2345.66894531,2971
936.282775879,2975
1140.70202637,2979
9576.20800781,2985
2027.65356445,2995
1248.78894043,2996
2675.7331543,3001
2396.97509766,3007
1403.09741211,3008
2911.38916016,3014
10795.0947266,3017
1463.34448242,3021
1905.76635742,3025
943.210876465,3026
1819.74060059,3034
1748.33251953,3035
3016.89355469,3044
2948.19067383,3046
3061.48144531,3047
3213.10522461,3057
3260.24511719,3059
11226.3857422,3063
1291.64147949,3065
2585.3137207,3067
1794.92871094,3069
3540.42089844,3076
1462.67822266,3086
2758.84887695,3088
2372.63769531,3090
1946.63928223,3096
1321.05737305,3100
1951.45056152,3102
1891.98632812,3103
1366.76965332,3107
1819.48718262,3118
3142.6394043,3120
1746.04309082,3123
1285.11035156,3128
1580.62976074,3132
1438.03076172,3140
2412.71850586,3152
1536.65722656,3165
1535.51013184,3183
907.740356445,3190
2388.81225586,3197
1434.14257812,3201
2648.54272461,3203
2964.27734375,3214
1643.43115234,3219
1212.30505371,3220
3839.36499023,3221
2110.57568359,3229
1156.54248047,3234
3457.09472656,3235
1768.37963867,3240
1601.00671387,3241
2300.53979492,3249
1216.06494141,3254
2375.39208984,3264
1853.61181641,3266
1000.54095459,3270
1488.08728027,3282
1350.3104248,3285
1383.23620605,3289
1437.39526367,3291
2286.64477539,3295
1072.93151855,3299
1644.29882812,3302
7148.55322266,3303
3598.24633789,3308
3231.87939453,3309
1707.38061523,3324
2713.84106445,3327
3942.4597168,3330
1290.06689453,3335
1857.53063965,3339
1827.75598145,3340
1593.95007324,3343
2205.60717773,3350
2032.71069336,3353
8157.60791016,3356
2770.67578125,3361
921.992980957,3368
1703.77282715,3376
1294.26965332,3381
2021.4095459,3383
2976.7421875,3397
2148.90112305,3403
1347.84667969,3405
1487.45507812,3410
1564.10144043,3412
3272.69628906,3416
1555.69934082,3417
2650.4440918,3423
3537.78491211,3427
2617.25830078,3435
1507.53991699,3439
1943.18371582,3441
1621.50256348,3450
1220.27441406,3453
1370.29943848,3454
5576.85351562,3458
1771.91210938,3459
3076.41967773,3467
2798.98242188,3469
831.273254395,3477
7425.26318359,3478
1102.52856445,3482
5314.48681641,3484
1523.93273926,3506
5103.59570312,3515
2632.62988281,3522
1964.69946289,3523
1091.83239746,3526
1868.33703613,3532
2330.43530273,3534
950.794433594,3537
1377.6607666,3539
4343.73388672,3542
1578.09790039,3545
1468.27905273,3552
1469.83972168,3554
2258.12597656,3573
1505.68933105,3576
2777.63378906,3577
1211.76696777,3580
1456.16320801,3583
1674.29211426,3584
1386.27880859,3609
4961.03613281,3613
2693.63354492,3623
2650.51367188,3624
17547.5859375,3638
1200.99389648,3642
2502.82348633,3643
1408.40100098,3647
2078.64306641,3653
3843.57421875,3654
1572.11181641,3656
1091.54089355,3658
3006.84033203,3659
3949.71142578,3663
1876.00817871,3664
1060.79553223,3666
1388.86853027,3681
2495.64941406,3689
1830.41259766,3694
1625.48632812,3695
1886.53869629,3699
1785.0201416,3701
2364.73925781,3704
1417.81896973,3721
2759.81323242,3726
1509.06323242,3727
2425.07958984,3729
3278.72558594,3731
1658.54150391,3738
2248.25537109,3740
1688.36865234,3744
1484.13586426,3757
1382.01586914,3758
1551.87182617,3778
3435.4621582,3781
5630.79736328,3790
942.647521973,3796
6559.85595703,3798
956.566101074,3804
1335.34533691,3813
1105.95800781,3814
2751.64794922,3815
2169.09960938,3818
2509.61035156,3823
6032.73681641,3826
1468.86938477,3831
3273.42358398,3834
2815.24291992,3835
3784.32080078,3849
2756.40576172,3850
2197.98291016,3855
2664.93432617,3864
1835.28491211,3867
1475.1204834,3871
1977.7130127,3879
3102.65454102,3880
5158.46923828,3882
12913.8896484,3884
2207.83911133,3893
1399.07287598,3895
1940.10253906,3901
1668.48693848,3903
1654.18017578,3913
1555.3692627,3921
2599.2902832,3929
1161.06628418,3947
2564.68212891,3962
1032.66687012,3963
1156.81445312,3966
1470.43566895,3975
3656.66064453,3976
2245.36157227,3977
1098.09729004,3978
1281.25683594,3979
1735.67431641,3983
1139.87719727,3985
7619.18798828,3989
1972.66662598,3992
2381.00317383,3995
2190.53222656,4008
1939.71398926,4013
2409.57958984,4029
1731.85400391,4035
2378.93432617,4040
936.455566406,4048
1880.04150391,4060
1000.91845703,4066
1008.36907959,4075
2449.55541992,4079
1071.7824707,4083
1360.58837891,4091
4928.95361328,4092
2230.72631836,4093
2243.69311523,4098
1513.22814941,4108
1019.76904297,4109
3151.11743164,4110
1882.75708008,4116
1772.78430176,4129
4471.42871094,4130
1910.26086426,4140
1637.57983398,4146
3439.73388672,4150
8183.85986328,4151
1250.94165039,4153
5183.44677734,4169
1870.11962891,4170
2184.49169922,4179
2940.58105469,4183
3189.94067383,4188
1668.82910156,4190
1603.22216797,4193
6668.09814453,4201
1590.21643066,4205
1610.21252441,4210
1584.96655273,4226
2004.7244873,4229
2823.59985352,4241
1144.40185547,4242
3197.73217773,4257
1137.00439453,4258
3054.2668457,4260
4047.17626953,4263
1215.49267578,4267
1832.15466309,4273
2073.09301758,4274
1399.86096191,4277
1230.26452637,4281
3502.73608398,4283
1756.44873047,4293
1207.71582031,4294
2850.06665039,4305
2627.89404297,4307
1989.2668457,4318
2114.19970703,4325
6275.06396484,4327
3749.21020508,4332
2885.94726562,4335
1979.46691895,4336
860.286560059,4337
9572.45605469,4339
1318.35583496,4343
1142.26147461,4346
1493.42993164,4348
3305.65136719,4350
1811.81384277,4358
2374.96508789,4359
1977.28015137,4363
3739.12646484,4366
948.250793457,4374
1967.90612793,4375
1187.51367188,4377
2220.15380859,4393
2743.4465332,4395
1281.65637207,4400
6443.91259766,4402
8874.34179688,4404
2430.60180664,4415
1923.18603516,4418
1531.52197266,4422
1703.19287109,4430
1752.96728516,4432
1134.86108398,4433
3796.88305664,4435
1520.83666992,4438
1667.81958008,4444
2660.18725586,4447
6504.37011719,4451
2215.60742188,4452
1162.68127441,4457
2463.72485352,4459
959.913085938,4469
8007.08398438,4471
1010.6517334,4486
2051.78173828,4488
1738.16394043,4510
1079.36535645,4515
3118.32885742,4527
1057.03442383,4530
1098.13916016,4534
3624.67333984,4535
1616.37438965,4536
2751.46557617,4548
1459.58898926,4549
3913.49560547,4551
3059.19042969,4556
829.283813477,4559
1709.2598877,4564
3226.23779297,4570
6366.47021484,4575
3154.41894531,4584
3402.22192383,4585
1866.06665039,4591
2226.73144531,4592
2398.63427734,4593
1550.40429688,4594
1353.05163574,4598
2475.45825195,4607
1422.35864258,4608
2174.90454102,4620
4455.18994141,4621
2397.7890625,4625
2168.5793457,4635
4229.81103516,4638
2766.78759766,4652
1896.62097168,4657
1579.24816895,4658
6399.109375,4666
1410.22351074,4672
2728.97460938,4676
1237.2701416,4680
8322.51757812,4681
2252.36401367,4683
1470.85009766,4684
2360.7578125,4689
2521.34106445,4690
1358.83447266,4692
1950.63000488,4697
1842.12634277,4700
11418.9003906,4705
1821.84594727,4721
1719.80456543,4726
1181.68933105,4729
3442.17871094,4731
1810.49255371,4736
1705.1854248,4739
1811.10131836,4740
1048.53442383,4753
2600.38256836,4754
2618.70141602,4755
1027.06274414,4756
1903.38598633,4759
1184.26953125,4764
6095.72802734,4771
1418.83544922,4772
836.236022949,4776
2619.50805664,4780
1313.41455078,4784
1230.9552002,4786
2509.32421875,4787
1444.42333984,4789
2040.33178711,4794
2459.57299805,4800
1633.52600098,4807
9780.04101562,4813
1766.35705566,4818
82439.9296875,4823
1793.84899902,4824
2402.29125977,4829
1092.78869629,4830
2765.80493164,4835
1785.56506348,4844
2146.42285156,4845
3616.84179688,4846
1096.55834961,4847
2952.59692383,4854
2273.28344727,4857
1148.43005371,4861
1495.52648926,4863
2246.10913086,4866
5560.79882812,4869
1439.65405273,4871
1976.88989258,4872
1748.84289551,4875
9373.08398438,4877
981.978820801,4878
2150.26220703,4885
1028.28283691,4886
2215.44482422,4888
1679.51599121,4890
1751.86254883,4896
2514.83813477,4899
824.772399902,4913
2297.48120117,4916
2381.30273438,4920
3540.27563477,4925
1964.22644043,4934
2369.82568359,4941
1351.10656738,4946
3206.89697266,4954
1541.87207031,4956
3211.4296875,4958
1526.31005859,4965
1310.32434082,4966
2630.47045898,4970
2432.86181641,4977
2283.6015625,4980
1852.734375,4984
1305.56262207,4995
3230.82250977,4997
1620.96606445,4999
2428.87207031,5005
1724.03808594,5011
2297.34545898,5015
2284.75170898,5016
2075.11743164,5019
1913.19787598,5024
1921.76794434,5030
2634.7421875,5031
2537.53466797,5034
39388.765625,5047
2034.30285645,5048
1963.54187012,5052
2550.77734375,5061
3038.24511719,5062
2057.4465332,5067
5338.45800781,5068
1140.24084473,5077
1811.13061523,5079
2999.74853516,5090
2166.7487793,5094
1878.7779541,5103
1334.5,5104
1698.29785156,5106
1749.73950195,5107
1209.59521484,5110
1319.17150879,5114
3427.60473633,5116
6326.88037109,5121
2208.69824219,5122
1190.10876465,5124
6080.57421875,5132
1962.86047363,5133
2168.7097168,5138
2628.42675781,5143
2108.13549805,5153
2016.5958252,5154
1451.61669922,5155
2061.77856445,5160
3175.77758789,5169
2347.53198242,5172
2892.70507812,5173
992.020263672,5179
2954.17285156,5182
1178.33410645,5187
2163.95776367,5192
1569.99182129,5211
2750.91992188,5213
1173.55334473,5219
1989.31054688,5225
1592.47094727,5226
5176.56054688,5227
1849.47021484,5228
3387.55883789,5239
1542.12573242,5241
2361.95581055,5244
3026.47216797,5248
1693.62194824,5260
1141.34570312,5266
1630.52050781,5273
7225.83398438,5280
3920.6418457,5298
1203.39868164,5300
1757.06787109,5306
1289.41320801,5307
6696.99951172,5311
1285.87414551,5316
992.346740723,5323
1772.80029297,5332
1393.80249023,5336
1798.46362305,5338
1537.74133301,5342
1133.32629395,5347
3432.46240234,5355
2037.64257812,5357
1143.81213379,5362
1413.48461914,5363
1331.55444336,5364
4534.86181641,5366
9690.91992188,5374
1096.00061035,5375
4098.95410156,5379
1526.71325684,5380
1261.36804199,5383
1788.4041748,5385
1695.78198242,5390
3189.12548828,5393
1485.21899414,5398
2583.42578125,5411
911.567382812,5414
1887.53295898,5429
8500.70996094,5432
1069.28479004,5436
2850.35888672,5437
1426.33117676,5439
2587.54223633,5440
2026.62316895,5449
1316.05700684,5458
1153.30541992,5460
1782.4888916,5462
1614.46862793,5463
1658.52099609,5465
2205.05200195,5467
4338.37695312,5475
1897.32836914,5483
986.572265625,5485
1857.50415039,5489
3295.8425293,5493
973.921264648,5497
1625.09643555,5501
1102.89672852,5506
1594.17431641,5507
2239.28198242,5510
3785.5769043,5524
1465.30651855,5531
4134.91015625,5542
2562.45605469,5543
6432.14892578,5544
1474.79980469,5552
1786.09729004,5560
2946.56323242,5563
2761.42993164,5573
1356.46191406,5579
2054.85913086,5584
5007.5859375,5585
1654.33166504,5594
1608.1697998,5595
1557.56237793,5597
1730.75268555,5598
1116.07824707,5604
1595.39929199,5606
1019.39855957,5610
3752.28637695,5615
1361.2956543,5631
1307.56311035,5637
1683.80761719,5646
2406.84448242,5656
6477.09082031,5658
1606.38256836,5666
2472.66601562,5668
1193.2277832,5673
1290.05639648,5680
1916.37536621,5691
3174.41796875,5692
1909.0670166,5693
3594.8815918,5697
2365.55371094,5698
1655.27294922,5700
1529.89208984,5704
1497.80664062,5705
1050.45056152,5707
1162.39746094,5710
1245.82531738,5716
1291.48925781,5720
2180.80737305,5722
1963.74414062,5727
1422.15649414,5733
2144.93920898,5737
3715.80004883,5742
1423.23986816,5747
1648.86682129,5760
2060.65332031,5774
6024.44042969,5788
1909.39746094,5796
1441.94055176,5797
2411.59936523,5800
1427.09448242,5812
1947.3067627,5814
1137.72729492,5818
2970.82910156,5819
2983.89892578,5823
2760.54785156,5826
1601.28845215,5830
1823.17041016,5831
2856.64379883,5846
2115.62084961,5864
988.529785156,5869
3102.71948242,5870
1652.12353516,5879
6743.31591797,5883
1531.24597168,5886
3763.33520508,5889
2652.19897461,5904
1142.80078125,5905
1918.41784668,5910
1580.09399414,5911
1427.35168457,5914
1669.98657227,5915
1005.52563477,5920
2889.26000977,5925
2253.35449219,5926
2318.16748047,5934
2921.80297852,5939
990.720275879,5941
1096.93017578,5943
3242.75927734,5949
1697.13537598,5961
2663.16088867,5965
2362.68115234,5966
1069.86462402,5969
1384.2668457,5970
2629.68530273,5978
2522.13232422,5979
1987.76586914,5983
6474.07080078,5985
1049.84973145,5989
1414.26257324,5997
1589.31970215,6004
3423.57666016,6010
1482.25317383,6013
1782.70568848,6019
1702.28112793,6020
1397.99328613,6032
6240.48632812,6036
5801.95849609,6037
1618.54553223,6039
1566.48461914,6050
1656.08068848,6051
3470.3605957,6053
2150.78930664,6057
1346.16381836,6059
3463.91625977,6067
1366.67321777,6068
1225.22167969,6075
1066.01843262,6078
3280.30175781,6079
2989.59277344,6080
2891.39624023,6082
1706.49255371,6084
2741.51098633,6091
1541.38623047,6092
5188.60546875,6093
1843.84436035,6096
1468.7923584,6102
2038.24206543,6105
1716.92041016,6116
979.788024902,6122
1001.67230225,6126
2851.18676758,6131
5513.36328125,6140
935.159729004,6141
1330.93359375,6146
1980.09375,6147
2769.59130859,6157
1974.00561523,6162
1728.28686523,6163
2060.27490234,6165
4364.86230469,6170
1879.47412109,6208
3156.18212891,6216
1685.55004883,6218
2278.90869141,6223
2363.01025391,6224
2040.546875,6227
3335.10961914,6240
1679.36791992,6241
1826.0189209,6246
3589.30126953,6248
1102.92822266,6249
1650.54248047,6255
2794.5949707,6261
7427.91943359,6262
1393.68225098,6269
2509.37573242,6271
2118.92602539,6278
1697.22277832,6284
1235.48376465,6285
1306.82702637,6287
2080.52514648,6288
2358.29370117,6291
933.488098145,6296
2114.08081055,6297
1595.27001953,6304
2560.39086914,6309
921.412414551,6310
1648.65466309,6311
1903.03295898,6316
1541.44567871,6319
6176.00537109,6332
3928.26928711,6335
1569.21569824,6336
1289.77233887,6341
1603.17175293,6359
1522.93457031,6369
1107.15783691,6375
5385.78515625,6378
2939.00244141,6380
5915.33105469,6385
6005.18408203,6387
2084.09570312,6391
1170.10461426,6392
1708.56799316,6393
990.617797852,6400
1385.38476562,6411
2354.42871094,6415
2738.99194336,6416
2728.01171875,6419
1324.39831543,6421
2044.62194824,6432
1657.4362793,6438
1644.82739258,6444
1838.14538574,6445
1528.3470459,6446
9841.24804688,6448
1467.04736328,6452
1824.49926758,6459
2708.52783203,6470
1016.85656738,6475
1815.69104004,6484
2601.39575195,6492
1593.35583496,6502
1158.30200195,6505
2494.96044922,6506
1733.6998291,6513
2809.48046875,6514
3372.30908203,6524
1228.62719727,6525
1992.69226074,6528
14689.8994141,6529
2300.93481445,6531
1713.23937988,6538
3041.68041992,6541
3306.76733398,6546
1172.04174805,6553
866.729675293,6563
1398.37463379,6567
4104.24267578,6586
3261.66015625,6588
5532.93652344,6589
3307.40771484,6591
1335.30395508,6596
1234.08825684,6607
7678.77001953,6613
1712.08056641,6615
1556.7434082,6625
2643.07885742,6629
2347.68432617,6630
1161.55688477,6632
1133.90576172,6640
1869.58825684,6645
2734.2980957,6648
1896.43017578,6656
2816.29833984,6658
1329.73791504,6661
1668.61987305,6663
1599.61340332,6665
1611.93713379,6673
1193.20166016,6676
1022.25299072,6681
1602.95153809,6683
786.444335938,6684
1244.39733887,6695
1233.46240234,6697
2626.42456055,6700
1593.84594727,6702
1579.67211914,6703
2736.53222656,6704
14034.0,6712
9187.75195312,6716
1271.22473145,6723
3532.22241211,6733
1279.71691895,6734
3229.59033203,6739
835.322998047,6743
1501.5144043,6746
